pair_id,example_id,text,is_ai,notes,source_id,source_url,source_title,source_author,license,generation_model,parent_example_id
docs-flask-quickstart-2.0.2-002,docs-flask-quickstart-2.0.2-002-human,"Versions of Flask older than 0.11 used to have different ways to start the application. In short, the flask command did not exist, and neither did python -m flask. In that case you have two options: either upgrade to newer Flask versions or have a look at /server to see the alternative method for running a server.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,flask-quickstart,https://github.com/pallets/flask/blob/2.0.2/docs/quickstart.rst,Flask Quickstart,Flask documentation contributors,BSD 3-Clause,,
docs-flask-quickstart-2.0.2-002,docs-flask-quickstart-2.0.2-002-ai,"Before Flask 0.11, applications were started by other means: neither the flask command nor python -m flask was yet available. Thus, if you are using such an old release, two courses lie before you. You may upgrade to a newer Flask version; failing that, consult /server, wherein the alternative procedure for running a server is set forth.",True,Model-generated semantic rewrite of the paired licensed passage.,flask-quickstart,https://github.com/pallets/flask/blob/2.0.2/docs/quickstart.rst,Flask Quickstart,Flask documentation contributors,BSD 3-Clause,openai/gpt-5.6-sol,docs-flask-quickstart-2.0.2-002-human
docs-flask-quickstart-2.0.2-004,docs-flask-quickstart-2.0.2-004-human,"The canonical URL for the about endpoint does not have a trailing slash. It's similar to the pathname of a file. Accessing the URL with a trailing slash (/about/) produces a 404 ""Not Found"" error. This helps keep URLs unique for these resources, which helps search engines avoid indexing the same page twice.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,flask-quickstart,https://github.com/pallets/flask/blob/2.0.2/docs/quickstart.rst,Flask Quickstart,Flask documentation contributors,BSD 3-Clause,,
docs-flask-quickstart-2.0.2-004,docs-flask-quickstart-2.0.2-004-ai,"The canonical address for the about endpoint ends without a trailing slash, much like the path to a file. Accordingly, requesting /about/ instead yields a 404 “Not Found” response. This distinction, old-fashioned though it may seem, keeps each resource’s URL singular and helps search engines avoid indexing one page under duplicate addresses.",True,Model-generated semantic rewrite of the paired licensed passage.,flask-quickstart,https://github.com/pallets/flask/blob/2.0.2/docs/quickstart.rst,Flask Quickstart,Flask documentation contributors,BSD 3-Clause,openai/gpt-5.6-sol,docs-flask-quickstart-2.0.2-004-human
docs-flask-quickstart-2.0.2-008,docs-flask-quickstart-2.0.2-008-human,"The canonical URL for the projects endpoint has a trailing slash. It's similar to a folder in a file system. If you access the URL without a trailing slash (/projects), Flask redirects you to the canonical URL with the trailing slash (/projects/).",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,flask-quickstart,https://github.com/pallets/flask/blob/2.0.2/docs/quickstart.rst,Flask Quickstart,Flask documentation contributors,BSD 3-Clause,,
docs-flask-quickstart-2.0.2-008,docs-flask-quickstart-2.0.2-008-ai,"The canonical address for the projects endpoint ends with a trailing slash, much like a folder in a file system. Thus, should one visit /projects without that final mark, Flask redirects the request, as is proper, to the canonical /projects/ URL.",True,Model-generated semantic rewrite of the paired licensed passage.,flask-quickstart,https://github.com/pallets/flask/blob/2.0.2/docs/quickstart.rst,Flask Quickstart,Flask documentation contributors,BSD 3-Clause,openai/gpt-5.6-sol,docs-flask-quickstart-2.0.2-008-human
docs-flask-quickstart-2.0.2-010,docs-flask-quickstart-2.0.2-010-human,Modern web applications use meaningful URLs to help users. Users are more likely to like a page and come back if the page uses a meaningful URL they can remember and use to directly visit a page.,False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,flask-quickstart,https://github.com/pallets/flask/blob/2.0.2/docs/quickstart.rst,Flask Quickstart,Flask documentation contributors,BSD 3-Clause,,
docs-flask-quickstart-2.0.2-010,docs-flask-quickstart-2.0.2-010-ai,"Modern web applications employ meaningful URLs for users’ benefit. When an address is clear and memorable, visitors are more apt to favor the page, return anon, and use that same URL to reach it directly with little fuss.",True,Model-generated semantic rewrite of the paired licensed passage.,flask-quickstart,https://github.com/pallets/flask/blob/2.0.2/docs/quickstart.rst,Flask Quickstart,Flask documentation contributors,BSD 3-Clause,openai/gpt-5.6-sol,docs-flask-quickstart-2.0.2-010-human
docs-flask-quickstart-2.0.2-012,docs-flask-quickstart-2.0.2-012-human,"In case the python -m flask fails or flask does not exist, there are multiple reasons this might be the case. First of all you need to look at the error message.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,flask-quickstart,https://github.com/pallets/flask/blob/2.0.2/docs/quickstart.rst,Flask Quickstart,Flask documentation contributors,BSD 3-Clause,,
docs-flask-quickstart-2.0.2-012,docs-flask-quickstart-2.0.2-012-ai,"Should `python -m flask` fail, or the `flask` command prove nonexistent, several causes may be at work; first and foremost, pray inspect the error message, for it offers the proper starting point.",True,Model-generated semantic rewrite of the paired licensed passage.,flask-quickstart,https://github.com/pallets/flask/blob/2.0.2/docs/quickstart.rst,Flask Quickstart,Flask documentation contributors,BSD 3-Clause,openai/gpt-5.6-sol,docs-flask-quickstart-2.0.2-012-human
docs-numpy-quickstart-v1.21.0-001,docs-numpy-quickstart-v1.21.0-001-human,"For example, the coordinates of a point in 3D space [1, 2, 1] has one axis. That axis has 3 elements in it, so we say it has a length of 3. In the example pictured below, the array has 2 axes. The first axis has a length of 2, the second axis has a length of 3.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,numpy-quickstart,https://github.com/numpy/numpy/blob/v1.21.0/doc/source/user/quickstart.rst,NumPy quickstart,NumPy documentation contributors,BSD 3-Clause,,
docs-numpy-quickstart-v1.21.0-001,docs-numpy-quickstart-v1.21.0-001-ai,"For instance, the coordinates of a point in three-dimensional space, [1, 2, 1], form a single axis. Since that axis contains three elements, its length is said to be 3. In the array pictured below, however, there are two axes: the first has length 2, while the second, as one might say, runs to length 3.",True,Model-generated semantic rewrite of the paired licensed passage.,numpy-quickstart,https://github.com/numpy/numpy/blob/v1.21.0/doc/source/user/quickstart.rst,NumPy quickstart,NumPy documentation contributors,BSD 3-Clause,openai/gpt-5.6-sol,docs-numpy-quickstart-v1.21.0-001-human
docs-pandas-ten-minutes-v1.3.0-006,docs-pandas-ten-minutes-v1.3.0-006-human,"As you can see, the columns A, B, C, and D are automatically tab completed. E and F are there as well; the rest of the attributes have been truncated for brevity.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,pandas-ten-minutes,https://github.com/pandas-dev/pandas/blob/v1.3.0/doc/source/user_guide/10min.rst,10 minutes to pandas,pandas documentation contributors,BSD 3-Clause,,
docs-pandas-ten-minutes-v1.3.0-006,docs-pandas-ten-minutes-v1.3.0-006-ai,"As you may observe, columns A through D are filled in automatically by tab completion; E and F likewise appear, whilst the remaining attributes, though present, have been omitted here for the sake of brevity.",True,Model-generated semantic rewrite of the paired licensed passage.,pandas-ten-minutes,https://github.com/pandas-dev/pandas/blob/v1.3.0/doc/source/user_guide/10min.rst,10 minutes to pandas,pandas documentation contributors,BSD 3-Clause,openai/gpt-5.6-sol,docs-pandas-ten-minutes-v1.3.0-006-human
docs-python-tutorial-v3.10.0-004,docs-python-tutorial-v3.10.0-004-human,"The first row of numbers gives the position of the indices 0...6 in the string; the second row gives the corresponding negative indices. The slice from i to j consists of all characters between the edges labeled i and j, respectively.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,python-tutorial,https://github.com/python/cpython/blob/v3.10.0/Doc/tutorial/introduction.rst,The Python Tutorial - An Informal Introduction,Python documentation contributors,Python Software Foundation License Version 2,,
docs-python-tutorial-v3.10.0-004,docs-python-tutorial-v3.10.0-004-ai,"The first line of numerals marks where indices 0 through 6 fall within the string, whilst the second supplies their corresponding negative indices. Thus, a slice running from i to j contains every character lying between the edges labeled i and j, respectively.",True,Model-generated semantic rewrite of the paired licensed passage.,python-tutorial,https://github.com/python/cpython/blob/v3.10.0/Doc/tutorial/introduction.rst,The Python Tutorial - An Informal Introduction,Python documentation contributors,Python Software Foundation License Version 2,openai/gpt-5.6-sol,docs-python-tutorial-v3.10.0-004-human
docs-pytorch-readme-v1.10.0-004,docs-pytorch-readme-v1.10.0-004-human,"PyTorch has minimal framework overhead. We integrate acceleration libraries such as Intel MKL and NVIDIA (cuDNN, NCCL) to maximize speed. At the core, its CPU and GPU Tensor and neural network backends are mature and have been tested for years.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,pytorch-readme,https://github.com/pytorch/pytorch/blob/v1.10.0/README.md,PyTorch README,PyTorch contributors,BSD 3-Clause,,
docs-pytorch-readme-v1.10.0-004,docs-pytorch-readme-v1.10.0-004-ai,"PyTorch imposes little framework overhead; moreover, it incorporates acceleration libraries such as Intel MKL and NVIDIA’s cuDNN and NCCL to attain high speed. At its heart, the CPU and GPU tensor and neural-network backends are mature, having been proven over many years.",True,Model-generated semantic rewrite of the paired licensed passage.,pytorch-readme,https://github.com/pytorch/pytorch/blob/v1.10.0/README.md,PyTorch README,PyTorch contributors,BSD 3-Clause,openai/gpt-5.6-sol,docs-pytorch-readme-v1.10.0-004-human
docs-pytorch-readme-v1.10.0-012,docs-pytorch-readme-v1.10.0-012-human,The memory usage in PyTorch is extremely efficient compared to Torch or some of the alternatives. We've written custom memory allocators for the GPU to make sure that your deep learning models are maximally memory efficient. This enables you to train bigger deep learning models than before.,False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,pytorch-readme,https://github.com/pytorch/pytorch/blob/v1.10.0/README.md,PyTorch README,PyTorch contributors,BSD 3-Clause,,
docs-pytorch-readme-v1.10.0-012,docs-pytorch-readme-v1.10.0-012-ai,"Compared with Torch and several alternatives, PyTorch uses memory with remarkable efficiency. To that end, we built custom GPU memory allocators so deep-learning models make the fullest possible use of available capacity. Thus, you may train larger models than heretofore, without squandering precious GPU memory.",True,Model-generated semantic rewrite of the paired licensed passage.,pytorch-readme,https://github.com/pytorch/pytorch/blob/v1.10.0/README.md,PyTorch README,PyTorch contributors,BSD 3-Clause,openai/gpt-5.6-sol,docs-pytorch-readme-v1.10.0-012-human
docs-pytorch-readme-v1.10.0-017,docs-pytorch-readme-v1.10.0-017-human,"You can adjust the configuration of cmake variables optionally (without building first), by doing the following. For example, adjusting the pre-detected directories for CuDNN or BLAS can be done with such a step.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,pytorch-readme,https://github.com/pytorch/pytorch/blob/v1.10.0/README.md,PyTorch README,PyTorch contributors,BSD 3-Clause,,
docs-pytorch-readme-v1.10.0-017,docs-pytorch-readme-v1.10.0-017-ai,"You may, if you please, modify CMake variable settings before any build begins. Thus, for instance, this preliminary step allows the pre-detected directories for CuDNN or BLAS to be adjusted as need be.",True,Model-generated semantic rewrite of the paired licensed passage.,pytorch-readme,https://github.com/pytorch/pytorch/blob/v1.10.0/README.md,PyTorch README,PyTorch contributors,BSD 3-Clause,openai/gpt-5.6-sol,docs-pytorch-readme-v1.10.0-017-human
docs-pytorch-readme-v1.10.0-019,docs-pytorch-readme-v1.10.0-019-human,"While this technique is not unique to PyTorch, it's one of the fastest implementations of it to date. You get the best of speed and flexibility for your crazy research.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,pytorch-readme,https://github.com/pytorch/pytorch/blob/v1.10.0/README.md,PyTorch README,PyTorch contributors,BSD 3-Clause,,
docs-pytorch-readme-v1.10.0-019,docs-pytorch-readme-v1.10.0-019-ai,"Though this technique is by no means exclusive to PyTorch, its implementation remains among the swiftest yet devised; thus, you gain both uncommon speed and ample flexibility for even your wildest research.",True,Model-generated semantic rewrite of the paired licensed passage.,pytorch-readme,https://github.com/pytorch/pytorch/blob/v1.10.0/README.md,PyTorch README,PyTorch contributors,BSD 3-Clause,openai/gpt-5.6-sol,docs-pytorch-readme-v1.10.0-019-human
docs-rails-started-v7.0.0-003,docs-rails-started-v7.0.0-003-human,"A given blog article might have various statuses - for instance, it might be visible to everyone (i.e. public), or only visible to the author (i.e. private). It may also be hidden to all but still retrievable (i.e. archived). Comments may similarly be hidden or visible. This could be represented using a status column in each model.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,rails-started,https://github.com/rails/rails/blob/v7.0.0/guides/source/getting_started.md,Getting Started with Rails,Ruby on Rails documentation contributors,MIT,,
docs-rails-started-v7.0.0-003,docs-rails-started-v7.0.0-003-ai,"A blog article may bear several statuses: public, and thus visible to all; private, visible only to its author; or archived, hidden from everyone yet still retrievable. Comments may likewise be shown or concealed. For a tidy and practical design, each model could therefore include a status column to record these sundry states.",True,Model-generated semantic rewrite of the paired licensed passage.,rails-started,https://github.com/rails/rails/blob/v7.0.0/guides/source/getting_started.md,Getting Started with Rails,Ruby on Rails documentation contributors,MIT,openai/gpt-5.6-sol,docs-rails-started-v7.0.0-003-human
docs-rails-started-v7.0.0-006,docs-rails-started-v7.0.0-006-human,"When we submit the form, the POST /articles request is mapped to the create action. The create action does attempt to save @article. Therefore, validations are checked. If any validation fails, @article will not be saved, app/views/articles/new.html.erb will be rendered with error messages with a status code 4XX for the app to work fine with Turbo.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,rails-started,https://github.com/rails/rails/blob/v7.0.0/guides/source/getting_started.md,Getting Started with Rails,Ruby on Rails documentation contributors,MIT,,
docs-rails-started-v7.0.0-006,docs-rails-started-v7.0.0-006-ai,"Upon submitting the form, the POST /articles request is routed to the create action. There, Rails attempts to save @article, and validations are duly run. Should any validation fail, @article remains unsaved; app/views/articles/new.html.erb is rendered anew with error messages and a 4XX status code, so that the application may continue to behave properly with Turbo.",True,Model-generated semantic rewrite of the paired licensed passage.,rails-started,https://github.com/rails/rails/blob/v7.0.0/guides/source/getting_started.md,Getting Started with Rails,Ruby on Rails documentation contributors,MIT,openai/gpt-5.6-sol,docs-rails-started-v7.0.0-006-human
docs-rails-started-v7.0.0-014,docs-rails-started-v7.0.0-014-human,"We've covered the ""CR"" of CRUD. Now let's move on to the ""U"" (Update). Updating a resource is very similar to creating a resource. They are both multi-step processes. First, the user requests a form to edit the data. Then, the user submits the form. If there are no errors, then the resource is updated. Else, the form is redisplayed with error messages, and the process is repeated.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,rails-started,https://github.com/rails/rails/blob/v7.0.0/guides/source/getting_started.md,Getting Started with Rails,Ruby on Rails documentation contributors,MIT,,
docs-rails-started-v7.0.0-014,docs-rails-started-v7.0.0-014-ai,"Having covered the “CR” in CRUD, we now turn to “U” for Update. Updating a resource closely resembles creating one, for both are multi-step affairs. First, the user requests a form for editing the data; next, the completed form is submitted. If no errors arise, the resource is duly updated. Otherwise, the form reappears with error messages, and the process begins anew until the submission succeeds.",True,Model-generated semantic rewrite of the paired licensed passage.,rails-started,https://github.com/rails/rails/blob/v7.0.0/guides/source/getting_started.md,Getting Started with Rails,Ruby on Rails documentation contributors,MIT,openai/gpt-5.6-sol,docs-rails-started-v7.0.0-014-human
docs-rails-started-v7.0.0-015,docs-rails-started-v7.0.0-015-human,"Now we move on to the ""C"" (Create) of CRUD. Typically, in web applications, creating a new resource is a multi-step process. First, the user requests a form to fill out. Then, the user submits the form. If there are no errors, then the resource is created and some kind of confirmation is displayed. Else, the form is redisplayed with error messages, and the process is repeated.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,rails-started,https://github.com/rails/rails/blob/v7.0.0/guides/source/getting_started.md,Getting Started with Rails,Ruby on Rails documentation contributors,MIT,,
